name,year,latitude,longitude,city,region,rating,zipCode,url,cuisine,price
"Tainan Tan Tsu Mien Seafood",2019,25.03799,121.4984,Taipei,Taipei,"One star",110,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tainan-tan-tsu-mien-seafood,Seafood,$$
"Suan Thip",2019,13.926962,100.502144,Bangkok,Thailand,"One star",N/A,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/suan-thip,Thai,$
"Upstairs at Mikkeller",2019,13.727946,100.58844,Bangkok,Thailand,"One star",N/A,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/upstairs-at-mikkeller,Innovative,$$$$$
"Chim by Siam Wisdom",2019,13.740706,100.56789,Bangkok,Thailand,"One star",N/A,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/chim-by-siam-wisdom,Thai,$$$
R-Haan,2019,13.731805,100.57972,Bangkok,Thailand,"One star",N/A,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/r-haan,Thai,$$$$
Canvas,2019,13.728886,100.580826,Bangkok,Thailand,"One star",N/A,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/canvas566292,Innovative,$$$$
Bo.lan,2019,13.726389,100.57799,Bangkok,Thailand,"One star",N/A,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/bo-lan,Thai,$$$$$
"Sra Bua by Kiin Kiin",2019,13.754137,100.53451,Bangkok,Thailand,"One star",N/A,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/sra-bua-by-kiin-kiin,"Thai Contemporary",$$$
Elements,2019,13.742978,100.54798,Bangkok,Thailand,"One star",N/A,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/elements,"French contemporary",$$$$
Paste,2019,13.744594,100.540565,Bangkok,Thailand,"One star",N/A,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/paste,Thai,$$$
"Ginza Sushi ichi",2019,13.744069,100.54092,Bangkok,Thailand,"One star",N/A,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/ginza-sushi-ichi,Sushi,$$$$
Sorn,2019,13.723242,100.56848,Bangkok,Thailand,"One star",N/A,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/sorn,"Southern Thai",$$$$$
Savelberg,2019,13.738216,100.54642,Bangkok,Thailand,"One star",N/A,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/savelberg,"French contemporary",$$$
"Saneh Jaan",2019,13.735739,100.54605,Bangkok,Thailand,"One star",N/A,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/saneh-jaan,Thai,$$
Gaa,2019,13.737806,100.54275,Bangkok,Thailand,"One star",N/A,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/gaa,Innovative,$$$$
"Methavalai Sorndaeng",2019,13.756321,100.502045,Bangkok,Thailand,"One star",N/A,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/methavalai-sorndaeng,Thai,$$
"Jay Fai",2019,13.752614,100.50466,Bangkok,Thailand,"One star",N/A,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/jay-fai,"Street Food",$$
Nahm,2019,13.724357,100.53926,Bangkok,Thailand,"One star",N/A,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/nahm,Thai,$$$
"J'AIME by Jean-Michel Lorain",2019,13.718885,100.546326,Bangkok,Thailand,"One star",N/A,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/j-aime-by-jean-michel-lorain,"French contemporary",$$$
Saawaan,2019,13.721809,100.53741,Bangkok,Thailand,"One star",N/A,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/saawaan,"Thai Contemporary",$$$$
"Le Du",2019,13.725005,100.52939,Bangkok,Thailand,"One star",N/A,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/le-du,Thai,$$$$
"Ruean Panya",2019,13.558403,100.28264,Bangkok,Thailand,"One star",N/A,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/ruean-panya,Thai,$$
PRU,2019,8.034298,98.2764,Phuket,Thailand,"One star",N/A,https://guide.michelin.com/th/en/phuket-region/phuket/restaurant/pru,Innovative,$$$$$
"Blue Duck Tavern",2019,38.905373,-77.05128,"Washington, D.C.","Washington DC","One star",20037,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/blue-duck-tavern,American,$$$
"Tail Up Goat",2019,38.9235,-77.043274,"Washington, D.C.","Washington DC","One star",20009,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/tail-up-goat,Contemporary,$$
Komi,2019,38.910107,-77.03836,"Washington, D.C.","Washington DC","One star",20036,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/komi,Mediterranean,$$$$
"Sushi Taro",2019,38.909992,-77.03834,"Washington, D.C.","Washington DC","One star",20036,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/sushi-taro,Japanese,$$$$
Plume,2019,38.906,-77.03671,"Washington, D.C.","Washington DC","One star",20036,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/plume,European,$$$$
"Siren by RW",2019,38.907776,-77.035446,"Washington, D.C.","Washington DC","One star",20005,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/siren-by-rw,Seafood,$$$
Bresca,2019,38.91584,-77.0321,"Washington, D.C.","Washington DC","One star",20000,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/bresca,Contemporary,$$
"The Dabney",2019,38.906292,-77.024666,"Washington, D.C.","Washington DC","One star",20001,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/the-dabney,American,$$
Métier,2019,38.903503,-77.0218,"Washington, D.C.","Washington DC","One star",20001,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/metier,Contemporary,$$$$
Kinship,2019,38.903282,-77.0218,"Washington, D.C.","Washington DC","One star",20001,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/kinship,Contemporary,$$$
Fiola,2019,38.89416,-77.02032,"Washington, D.C.","Washington DC","One star",20004,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/fiola,Italian,$$$$
Masseria,2019,38.909504,-76.99908,"Washington, D.C.","Washington DC","One star",20002,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/masseria,Italian,$$$
"Rose's Luxury",2019,38.88064,-76.99515,"Washington, D.C.","Washington DC","One star",20003,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/rose-s-luxury,Contemporary,$$
"Loch Bay",2019,57.51487,-6.57114,Waternish,"United Kingdom","One star","IV55 8GA",https://guide.michelin.com/gb/en/highland/waternish/restaurant/loch-bay,"Modern cuisine",N/A
Braidwoods,2019,55.69474,-4.7425,Dalry,"United Kingdom","One star","KA24 4LN",https://guide.michelin.com/gb/en/north-ayrshire/dalry/restaurant/braidwoods,"Classic cuisine",N/A
Eipic,2019,54.595898,-5.9322424,Belfast,"United Kingdom","One star","BT1 6PF",https://guide.michelin.com/gb/en/belfast/belfast/restaurant/eipic,"Modern cuisine",N/A
OX,2019,54.59891,-5.92198,Belfast,"United Kingdom","One star","BT1 3LA",https://guide.michelin.com/gb/en/belfast/belfast/restaurant/ox399109,"Modern British",N/A
"The Peat Inn",2019,56.27861,-2.8845797,"Peat Inn","United Kingdom","One star","KY15 5LH",https://guide.michelin.com/gb/en/fife/peat-inn/restaurant/the-peat-inn,"Classic cuisine",N/A
Kitchin,2019,55.976967,-3.172842,Leith,"United Kingdom","One star","EH6 6LX",https://guide.michelin.com/gb/en/city-of-edinburgh/leith/restaurant/kitchin,"Modern cuisine",N/A
"Martin Wishart",2019,55.97552,-3.17019,Leith,"United Kingdom","One star","EH6 6RA",https://guide.michelin.com/gb/en/city-of-edinburgh/leith/restaurant/martin-wishart,"Modern cuisine",N/A
"Number One",2019,55.95298,-3.18966,Edinburgh,"United Kingdom","One star","EH2 2EQ",https://guide.michelin.com/gb/en/city-of-edinburgh/edinburgh/restaurant/number-one,"Modern cuisine",N/A
21212,2019,55.95674,-3.18018,Edinburgh,"United Kingdom","One star","EH7 5AB",https://guide.michelin.com/gb/en/city-of-edinburgh/edinburgh/restaurant/21212,Creative,N/A
"The Cellar",2019,56.222126,-2.696321,Anstruther,"United Kingdom","One star","KY10 3AA",https://guide.michelin.com/gb/en/fife/anstruther/restaurant/the-cellar,"Modern cuisine",N/A
"Forest Side",2019,54.46396,-3.0157998,Grasmere,"United Kingdom","One star","LA22 9RN",https://guide.michelin.com/gb/en/cumbria/grasmere/restaurant/forest-side,"Modern British",N/A
HRiSHi,2019,54.35013,-2.91172,Bowness-on-Windermere,"United Kingdom","One star","LA23 3NE",https://guide.michelin.com/gb/en/cumbria/bowness-on-windermere/restaurant/hrishi,"Modern cuisine",N/A
"Rogan & Co",2019,54.20074,-2.95464,Cartmel,"United Kingdom","One star","LA11 6QD",https://guide.michelin.com/gb/en/cumbria/cartmel/restaurant/rogan-co,"Creative British",N/A
"House of Tides",2019,54.96758,-1.61127,"Newcastle upon Tyne","United Kingdom","One star","NE1 3RF",https://guide.michelin.com/gb/en/tyne-and-wear/newcastle-upon-tyne/restaurant/house-of-tides,"Modern cuisine",N/A
"Sosban & The Old Butchers",2019,53.225925,-4.163006,"Menai Bridge/Porthaethwy","United Kingdom","One star","LL59 5EE",https://guide.michelin.com/gb/en/isle-of-anglesey/menai-bridge-porthaethwy/restaurant/sosban-the-old-butchers,"Modern cuisine",N/A
Northcote,2019,53.80933,-2.4476,Langho,"United Kingdom","One star","BB6 8BE",https://guide.michelin.com/gb/en/lancashire/langho/restaurant/northcote,"Modern British",N/A
"Yorke Arms",2019,54.13435,-1.8183095,"Pateley Bridge","United Kingdom","One star","HG3 5RL",https://guide.michelin.com/gb/en/north-yorkshire/pateley-bridge/restaurant/yorke-arms,"Modern cuisine",N/A
Fraiche,2019,53.38183,-3.04307,Birkenhead,"United Kingdom","One star","CH43 5SG",https://guide.michelin.com/gb/en/merseyside/birkenhead/restaurant/fraiche,Creative,N/A
"White Swan",2019,53.83916,-2.25097,Fence,"United Kingdom","One star","BB12 9QA",https://guide.michelin.com/gb/en/lancashire/fence/restaurant/white-swan,"Modern British",N/A
"Tyddyn Llan",2019,52.92405,-3.44329,Llandrillo,"United Kingdom","One star","LL21 OST",https://guide.michelin.com/gb/en/denbighshire/llandrillo/restaurant/tyddyn-llan,"Classic cuisine",N/A
Ynyshir,2019,52.54476,-3.94491,Machynlleth,"United Kingdom","One star","SY20 8TA",https://guide.michelin.com/gb/en/ceredigion/machynlleth/restaurant/ynyshir,Creative,N/A
"Black Swan",2019,54.21205,-1.1879199,Oldstead,"United Kingdom","One star","YO61 4BL",https://guide.michelin.com/gb/en/north-yorkshire/oldstead/restaurant/black-swan,"Modern British",N/A
"Simon Radley at Chester Grosvenor",2019,53.19064,-2.88913,Chester,"United Kingdom","One star","CH1 1LT",https://guide.michelin.com/gb/en/cheshire-west-and-chester/chester/restaurant/simon-radley-at-chester-grosvenor,"Modern cuisine",N/A
"Star Inn at Harome",2019,54.23101,-1.01023,Harome,"United Kingdom","One star","YO62 5JE",https://guide.michelin.com/gb/en/north-yorkshire/harome/restaurant/star-inn-at-harome,"Modern British",N/A
"The Man Behind The Curtain",2019,53.798286,-1.539937,Leeds,"United Kingdom","One star","LS1 7JH",https://guide.michelin.com/gb/en/kent/leeds/restaurant/the-man-behind-the-curtain,Creative,N/A
"The Checkers",2019,52.55568,-3.13769,Montgomery/Trefaldwyn,"United Kingdom","One star","SY15 6PN",https://guide.michelin.com/gb/en/powys/montgomery-trefaldwyn/restaurant/the-checkers,French,N/A
"Pipe and Glass",2019,53.8955,-0.53301,"South Dalton","United Kingdom","One star","HU17 7PN",https://guide.michelin.com/gb/en/east-riding-of-yorkshire/south-dalton/restaurant/pipe-and-glass,"Modern British",N/A
"Fischer's at Baslow Hall",2019,53.25055,-1.6269798,Baslow,"United Kingdom","One star","DE45 1RR",https://guide.michelin.com/gb/en/derbyshire/baslow/restaurant/fischer-s-at-baslow-hall,"Modern cuisine",N/A
"Winteringham Fields",2019,53.68778,-0.59013,Winteringham,"United Kingdom","One star","DN15 9ND",https://guide.michelin.com/gb/en/north-lincolnshire/winteringham/restaurant/winteringham-fields,"Modern cuisine",N/A
"Thomas Carr @ The Olive Room",2019,51.209476,-4.118807,Ilfracombe,"United Kingdom","One star","EX34 9DJ",https://guide.michelin.com/gb/en/devon/ilfracombe/restaurant/thomas-carr-the-olive-room,Seafood,N/A
"Walnut Tree",2019,51.84534,-2.95438,"Llanddewi Skirrid","United Kingdom","One star","NP7 8AW",https://guide.michelin.com/gb/en/monmouthshire/llanddewi-skirrid/restaurant/walnut-tree,"Modern British",N/A
"Paul Ainsworth at No.6",2019,50.541534,-4.9398518,Padstow,"United Kingdom","One star","PL28 8AP",https://guide.michelin.com/gb/en/cornwall/padstow/restaurant/paul-ainsworth-at-no-6,"Modern cuisine",N/A
Simpsons,2019,52.46925,-1.9238801,Birmingham,"United Kingdom","One star","B15 3DU",https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/simpsons,"Modern cuisine",N/A
Purnell's,2019,52.48268,-1.9018,Birmingham,"United Kingdom","One star","B3 2DH",https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/purnell-s,"Modern cuisine",N/A
Adam's,2019,52.47964,-1.900286,Birmingham,"United Kingdom","One star","B2 5UG",https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/adam-s,"Modern cuisine",N/A
"Outlaw's Fish Kitchen",2019,50.59206,-4.832,"Port Isaac","United Kingdom","One star","PL29 3RH",https://guide.michelin.com/gb/en/cornwall/port-isaac/restaurant/outlaw-s-fish-kitchen,Seafood,N/A
"Carters of Moseley",2019,52.44588,-1.88384,Birmingham,"United Kingdom","One star","B13 9EZ",https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/carters-of-moseley,"Modern British",N/A
Peel's,2019,52.4259,-1.70536,"Hampton in Arden","United Kingdom","One star","B92 ODQ",https://guide.michelin.com/gb/en/west-midlands/hampton-in-arden/restaurant/peel-s,"Creative British",N/A
"John's House",2019,52.73295,-1.145851,Mountsorrel,"United Kingdom","One star","LE12 7AR",https://guide.michelin.com/gb/en/leicestershire/mountsorrel/restaurant/john-s-house,"Modern cuisine",N/A
"The Whitebrook",2019,51.759697,-2.686909,Whitebrook,"United Kingdom","One star","NP25 4TX",https://guide.michelin.com/gb/en/monmouthshire/whitebrook/restaurant/the-whitebrook,"Modern British",N/A
"James Sommerin",2019,51.434387,-3.167951,Penarth,"United Kingdom","One star","CF64 3AU",https://guide.michelin.com/gb/en/the-vale-of-glamorgan/penarth/restaurant/james-sommerin,"Modern cuisine",N/A
Driftwood,2019,50.1889,-4.97088,Portscatho,"United Kingdom","One star","TR2 5EW",https://guide.michelin.com/gb/en/cornwall/portscatho/restaurant/driftwood,"Modern cuisine",N/A
"The Cross at Kenilworth",2019,52.350315,-1.5801147,Kenilworth,"United Kingdom","One star","CV8 2EZ",https://guide.michelin.com/gb/en/warwickshire/kenilworth/restaurant/the-cross-at-kenilworth,"Classic cuisine",N/A
"Masons Arms",2019,50.99547,-3.67163,Knowstone,"United Kingdom","One star","EX36 4RY",https://guide.michelin.com/gb/en/devon/knowstone/restaurant/masons-arms,"Classic French",N/A
Salt,2019,52.18963,-1.7092043,Stratford-upon-Avon,"United Kingdom","One star","CV37 6HB",https://guide.michelin.com/gb/en/warwickshire/stratford-upon-avon/restaurant/salt522869,"Modern British",N/A
"Le Champignon Sauvage",2019,51.89146,-2.07912,Cheltenham,"United Kingdom","One star","GL50 2AQ",https://guide.michelin.com/gb/en/gloucestershire/cheltenham/restaurant/le-champignon-sauvage,"Modern cuisine",N/A
"Gidleigh Park",2019,50.67658,-3.87354,Chagford,"United Kingdom","One star","TQ13 8HH",https://guide.michelin.com/gb/en/devon/chagford/restaurant/gidleigh-park,"Modern cuisine",N/A
"Hambleton Hall",2019,52.65737,-0.66812,"Upper Hambleton","United Kingdom","One star","LE15 8TH",https://guide.michelin.com/gb/en/rutland/upper-hambleton/restaurant/hambleton-hall,"Classic cuisine",N/A
wilks,2019,51.46737,-2.6069899,Bristol,"United Kingdom","One star","BS6 6PG",https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/wilks,"Modern British",N/A
Bulrush,2019,51.46278,-2.597758,Bristol,"United Kingdom","One star","BS6 5TZ",https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/bulrush,"Modern British",N/A
Casamia,2019,51.447254,-2.5940728,Bristol,"United Kingdom","One star","BS1 6FU",https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/casamia,Creative,N/A
"Paco Tapas",2019,51.44647,-2.59358,Bristol,"United Kingdom","One star","BS1 6FU",https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/paco-tapas,Spanish,N/A
"Pony & Trap",2019,51.34938,-2.5925994,"Chew Magna","United Kingdom","One star","BS40 8TQ",https://guide.michelin.com/gb/en/bath-and-north-east-somerset/chew-magna/restaurant/pony-trap,"Modern British",N/A
"The Dining Room",2019,51.58376,-2.14954,Malmesbury,"United Kingdom","One star","SN16 0RB",https://guide.michelin.com/gb/en/wiltshire/malmesbury/restaurant/the-dining-room193454,"Asian influences",N/A
Bybrook,2019,51.49382,-2.23212,"Castle Combe","United Kingdom","One star","SN14 7HR",https://guide.michelin.com/gb/en/wiltshire/castle-combe/restaurant/bybrook,"Modern British",N/A
"Restaurant Hywel Jones by Lucknam Park",2019,51.45502,-2.25941,Colerne,"United Kingdom","One star","SN14 8AZ",https://guide.michelin.com/gb/en/wiltshire/colerne/restaurant/restaurant-hywel-jones-by-lucknam-park,"Modern British",N/A
"Olive Tree",2019,51.38707,-2.3627,Bath,"United Kingdom","One star","BA1 2QF",https://guide.michelin.com/gb/en/bath-and-north-east-somerset/bath/restaurant/olive-tree,"Modern cuisine",N/A
"Lympstone Manor",2019,50.64069,-3.4186063,Lympstone,"United Kingdom","One star","EX8 3NZ",https://guide.michelin.com/gb/en/devon/lympstone/restaurant/lympstone-manor,"Modern cuisine",N/A
"The Neptune",2019,52.9511,0.50927,Hunstanton,"United Kingdom","One star","PE36 6HZ",https://guide.michelin.com/gb/en/norfolk/hunstanton/restaurant/the-neptune,"Modern cuisine",N/A
Elephant,2019,50.45853,-3.52438,Torquay,"United Kingdom","One star","TQ1 2BH",https://guide.michelin.com/gb/en/torbay/torquay/restaurant/elephant,"Modern British",N/A
"Oxford Kitchen",2019,51.776733,-1.264794,Oxford,"United Kingdom","One star","OX2 7HQ",https://guide.michelin.com/gb/en/oxfordshire/oxford/restaurant/oxford-kitchen,"Modern British",N/A
"Nut Tree",2019,51.83618,-1.1499,Murcott,"United Kingdom","One star","OX5 2RE",https://guide.michelin.com/gb/en/oxfordshire/murcott/restaurant/nut-tree,"Traditional British",N/A
"Morston Hall",2019,52.95473,0.98729,Morston,"United Kingdom","One star","NR25 7AA",https://guide.michelin.com/gb/en/norfolk/morston/restaurant/morston-hall,"Modern British",N/A
"Red Lion Freehouse",2019,51.2736,-1.8007996,"East Chisenbury","United Kingdom","One star","SN9 6AQ",https://guide.michelin.com/gb/en/wiltshire/east-chisenbury/restaurant/red-lion-freehouse,"Classic cuisine",N/A
Blackbird,2019,51.420887,-1.3493549,Newbury,"United Kingdom","One star","RG20 8AQ",https://guide.michelin.com/gb/en/west-berkshire/newbury/restaurant/blackbird552018,"Classic cuisine",N/A
Woodspeen,2019,51.415802,-1.353532,Newbury,"United Kingdom","One star","RG20 8BN",https://guide.michelin.com/gb/en/west-berkshire/newbury/restaurant/woodspeen,"Modern cuisine",N/A
"The Coach",2019,51.571712,-0.7772678,Marlow,"United Kingdom","One star","SL7 2LS",https://guide.michelin.com/gb/en/buckinghamshire/marlow/restaurant/the-coach,"Modern British",N/A
Crown,2019,51.524807,-0.7915291,"Burchett's Green","United Kingdom","One star","SL6 6QZ",https://guide.michelin.com/gb/en/windsor-and-maidenhead/burchett-s-green/restaurant/crown442549,"Regional cuisine",N/A
L'Ortolan,2019,51.40833,-0.9542898,Shinfield,"United Kingdom","One star","RG2 9BY",https://guide.michelin.com/gb/en/wokingham/shinfield/restaurant/l-ortolan,French,N/A
"Hinds Head",2019,51.51265,-0.69641,Bray,"United Kingdom","One star","SL6 2AB",https://guide.michelin.com/gb/en/buckinghamshire/bray/restaurant/hinds-head,"Traditional British",N/A
"Black Rat",2019,51.05796,-1.3069497,Winchester,"United Kingdom","One star","SO23 0HX",https://guide.michelin.com/gb/en/hampshire/winchester/restaurant/black-rat,"Modern cuisine",N/A
"Matt Worswick at The Latymer",2019,51.35764,-0.7086128,Bagshot,"United Kingdom","One star","GU19 5EU",https://guide.michelin.com/gb/en/surrey/bagshot/restaurant/matt-worswick-at-the-latymer,"Modern cuisine",N/A
"Coworth Park",2019,51.40463,-0.616715,Ascot,"United Kingdom","One star","SL5 7SE",https://guide.michelin.com/gb/en/windsor-and-maidenhead/ascot/restaurant/coworth-park,"Modern cuisine",N/A
"Tudor Room",2019,51.41759,-0.545847,Egham,"United Kingdom","One star","TW20 9UR",https://guide.michelin.com/gb/en/surrey/egham/restaurant/tudor-room,"Modern cuisine",N/A
"The Glasshouse",2019,51.4771,-0.28574,Kew,"United Kingdom","One star","TW9 3PZ",https://guide.michelin.com/gb/en/greater-london/kew/restaurant/the-glasshouse,"Modern cuisine",N/A
"La Trompette",2019,51.49222,-0.25619,Chiswick,"United Kingdom","One star","W4 2EU",https://guide.michelin.com/gb/en/greater-london/chiswick/restaurant/la-trompette,"Modern British",N/A
"Tim Allen's Flitch of Bacon",2019,51.86747,0.404134,"Little Dunmow","United Kingdom","One star","CM6 3HT",https://guide.michelin.com/gb/en/essex/little-dunmow/restaurant/tim-allen-s-flitch-of-bacon,"Modern British",N/A
"River Café",2019,51.48395,-0.22423,Hammersmith,"United Kingdom","One star","W6 9HA",https://guide.michelin.com/gb/en/greater-london/hammersmith/restaurant/river-cafe,Italian,N/A
"Kitchen W8",2019,51.49918,-0.19692,Kensington,"United Kingdom","One star","W8 6AH",https://guide.michelin.com/gb/en/greater-london/kensington/restaurant/kitchen-w8,"Modern cuisine",N/A
Trishna,2019,51.51834,-0.153031,Marylebone,"United Kingdom","One star","W1U 3DG",https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/trishna,Indian,N/A
Roganic,2019,51.518314,-0.1520875,Marylebone,"United Kingdom","One star","W1U 3DB",https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/roganic,"Creative British",N/A
"Locanda Locatelli",2019,51.51514,-0.15675,Marylebone,"United Kingdom","One star","W1H 7JZ",https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/locanda-locatelli,Italian,N/A
Texture,2019,51.51488,-0.15664,Marylebone,"United Kingdom","One star","W1H 7BY",https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/texture,Creative,N/A
Portland,2019,51.519726,-0.142555,"Regent's Park","United Kingdom","One star","W1W 6QQ",https://guide.michelin.com/gb/en/greater-london/regent-s-park/restaurant/portland,"Modern cuisine",N/A
"Harwood Arms",2019,51.48291,-0.19651,Fulham,"United Kingdom","One star","SW6 1QP",https://guide.michelin.com/gb/en/greater-london/fulham/restaurant/harwood-arms,"Modern British",N/A
"Pied à Terre",2019,51.519,-0.13511,Bloomsbury,"United Kingdom","One star","W1T 2NH",https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/pied-a-terre,Creative,N/A
"The Ninth",2019,51.51875,-0.1350068,Bloomsbury,"United Kingdom","One star","W1T 2NB",https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/the-ninth,"Mediterranean cuisine",N/A
Kai,2019,51.50871,-0.15162,Mayfair,"United Kingdom","One star","W1K 2QU",https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/kai123638,Chinese,N/A
"Pollen Street Social",2019,51.5133,-0.14234,Mayfair,"United Kingdom","One star","W1S 1NQ",https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/pollen-street-social,Creative,N/A
"Hakkasan Mayfair",2019,51.51037,-0.14475,Mayfair,"United Kingdom","One star","W1J 6QB",https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/hakkasan-mayfair,Chinese,N/A
"The Square",2019,51.51069,-0.14401,Mayfair,"United Kingdom","One star","W1J 6PU",https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/the-square69391,"Creative French",N/A
"Alyn Williams at The Westbury",2019,51.51118,-0.14303,Mayfair,"United Kingdom","One star","W1S 2YF",https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/alyn-williams-at-the-westbury,"Modern cuisine",N/A
Benares,2019,51.50973,-0.14494,Mayfair,"United Kingdom","One star","W1J 6BS",https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/benares,Indian,N/A
"Hakkasan Hanway Place",2019,51.5171,-0.13144,Bloomsbury,"United Kingdom","One star","W1T 1HD",https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/hakkasan-hanway-place,Chinese,N/A
"Social Eating House",2019,51.51383,-0.13673,Soho,"United Kingdom","One star","W1F 7NR",https://guide.michelin.com/gb/en/greater-london/soho/restaurant/social-eating-house,"Modern cuisine",N/A
"Galvin at Windows",2019,51.50539,-0.15039,Mayfair,"United Kingdom","One star","W1K 1BE",https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/galvin-at-windows,"Modern cuisine",N/A
Murano,2019,51.50707,-0.14722,Mayfair,"United Kingdom","One star","W1J 5PP",https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/murano,Italian,N/A
Marcus,2019,51.50171,-0.15614,Belgravia,"United Kingdom","One star","SW1X 7RL",https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/marcus,"Modern cuisine",N/A
Sabor,2019,51.511368,-0.1396773,Mayfair,"United Kingdom","One star","W1B 4BR",https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/sabor,Spanish,N/A
"Clock House",2019,51.30044,-0.49287,Ripley,"United Kingdom","One star","GU23 6AQ",https://guide.michelin.com/gb/en/surrey/ripley/restaurant/clock-house,"Modern cuisine",N/A
"Yauatcha Soho",2019,51.51367,-0.1352,Soho,"United Kingdom","One star","W1F 0DL",https://guide.michelin.com/gb/en/greater-london/soho/restaurant/yauatcha-soho,Chinese,N/A
Céleste,2019,51.502422,-0.1522617,Belgravia,"United Kingdom","One star","SW1X 7TA",https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/celeste,"Creative French",N/A
Gymkhana,2019,51.50854,-0.14154,Mayfair,"United Kingdom","One star","W1S 4JH",https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/gymkhana,Indian,N/A
Amaya,2019,51.49912,-0.15731,Belgravia,"United Kingdom","One star","SW1X 8JT",https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/amaya,Indian,N/A
Pétrus,2019,51.49951,-0.15662,Belgravia,"United Kingdom","One star","SW1X 8EA",https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/petrus284688,French,N/A
Veeraswamy,2019,51.51008,-0.13809,Mayfair,"United Kingdom","One star","W1B 4RS",https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/veeraswamy,Indian,N/A
Barrafina,2019,51.51375,-0.1318,Soho,"United Kingdom","One star","W1D 3LL",https://guide.michelin.com/gb/en/greater-london/soho/restaurant/barrafina,Spanish,N/A
Hide,2019,51.506077,-0.144289,Mayfair,"United Kingdom","One star","W1J 7NB",https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/hide,"Modern British",N/A
"Ritz Restaurant",2019,51.50728,-0.14141,Westminster,"United Kingdom","One star","W1J 9BR",https://guide.michelin.com/gb/en/greater-london/westminster/restaurant/ritz-restaurant,"Modern British",N/A
